Z(2, 2, 2, 3): Max: 4; Mean: 4; Variance: 0; Size: 10; Time: 0.0178 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 3, 2, 3): Max: 5; Mean: 5; Variance: 0; Size: 10; Time: 0.0192 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 4, 2, 3): Max: 6; Mean: 6; Variance: 0; Size: 10; Time: 0.0295 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 5, 2, 3): Max: 7; Mean: 7; Variance: 0; Size: 10; Time: 0.0231 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 6, 2, 3): Max: 8; Mean: 8; Variance: 0; Size: 10; Time: 0.0244 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 7, 2, 3): Max: 9; Mean: 9; Variance: 0; Size: 10; Time: 0.0299 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 8, 2, 3): Max: 10; Mean: 10; Variance: 0; Size: 10; Time: 0.0308 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 9, 2, 3): Max: 11; Mean: 11; Variance: 0; Size: 10; Time: 0.0381 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 10, 2, 3): Max: 12; Mean: 12; Variance: 0; Size: 10; Time: 0.0409 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 11, 2, 3): Max: 13; Mean: 13; Variance: 0; Size: 10; Time: 0.0429 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 12, 2, 3): Max: 14; Mean: 14; Variance: 0; Size: 10; Time: 0.0404 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 13, 2, 3): Max: 15; Mean: 15; Variance: 0; Size: 10; Time: 0.0662 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 14, 2, 3): Max: 16; Mean: 16; Variance: 0; Size: 10; Time: 0.049 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 15, 2, 3): Max: 17; Mean: 17; Variance: 0; Size: 10; Time: 0.0623 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 16, 2, 3): Max: 18; Mean: 18; Variance: 0; Size: 10; Time: 0.0617 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 17, 2, 3): Max: 19; Mean: 19; Variance: 0; Size: 10; Time: 0.0597 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 18, 2, 3): Max: 20; Mean: 20; Variance: 0; Size: 10; Time: 0.0543 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 19, 2, 3): Max: 21; Mean: 21; Variance: 0; Size: 10; Time: 0.0785 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 20, 2, 3): Max: 22; Mean: 22; Variance: 0; Size: 10; Time: 0.0727 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 21, 2, 3): Max: 23; Mean: 23; Variance: 0; Size: 10; Time: 0.0788 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 22, 2, 3): Max: 24; Mean: 24; Variance: 0; Size: 10; Time: 0.1043 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 23, 2, 3): Max: 25; Mean: 25; Variance: 0; Size: 10; Time: 0.0921 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 24, 2, 3): Max: 26; Mean: 26; Variance: 0; Size: 10; Time: 0.0963 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 25, 2, 3): Max: 27; Mean: 27; Variance: 0; Size: 10; Time: 0.1009 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 26, 2, 3): Max: 28; Mean: 28; Variance: 0; Size: 10; Time: 0.0866 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 27, 2, 3): Max: 29; Mean: 29; Variance: 0; Size: 10; Time: 0.134 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 28, 2, 3): Max: 30; Mean: 30; Variance: 0; Size: 10; Time: 0.1012 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 29, 2, 3): Max: 31; Mean: 31; Variance: 0; Size: 10; Time: 0.1145 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 30, 2, 3): Max: 32; Mean: 32; Variance: 0; Size: 10; Time: 0.1092 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 31, 2, 3): Max: 33; Mean: 33; Variance: 0; Size: 10; Time: 0.1333 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 32, 2, 3): Max: 34; Mean: 34; Variance: 0; Size: 10; Time: 0.1356 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 33, 2, 3): Max: 35; Mean: 35; Variance: 0; Size: 10; Time: 0.1547 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 34, 2, 3): Max: 36; Mean: 36; Variance: 0; Size: 10; Time: 0.1496 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 35, 2, 3): Max: 37; Mean: 37; Variance: 0; Size: 10; Time: 0.1885 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 36, 2, 3): Max: 38; Mean: 38; Variance: 0; Size: 10; Time: 0.1749 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 37, 2, 3): Max: 39; Mean: 39; Variance: 0; Size: 10; Time: 0.1824 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 38, 2, 3): Max: 40; Mean: 40; Variance: 0; Size: 10; Time: 0.1495 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 39, 2, 3): Max: 41; Mean: 41; Variance: 0; Size: 10; Time: 0.1721 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(2, 40, 2, 3): Max: 42; Mean: 42; Variance: 0; Size: 10; Time: 0.231 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 2, 2, 3): Max: 6; Mean: 6; Variance: 0; Size: 10; Time: 0.0129 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 3, 2, 3): Max: 7; Mean: 7; Variance: 0; Size: 10; Time: 0.0217 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 4, 2, 3): Max: 9; Mean: 9; Variance: 0; Size: 10; Time: 0.0223 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 5, 2, 3): Max: 10; Mean: 10; Variance: 0; Size: 10; Time: 0.0403 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 6, 2, 3): Max: 12; Mean: 12; Variance: 0; Size: 10; Time: 0.04 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 7, 2, 3): Max: 13; Mean: 13; Variance: 0; Size: 10; Time: 0.0453 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 8, 2, 3): Max: 14; Mean: 14; Variance: 0; Size: 10; Time: 0.0698 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 9, 2, 3): Max: 15; Mean: 15; Variance: 0; Size: 10; Time: 0.0907 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 10, 2, 3): Max: 16; Mean: 16; Variance: 0; Size: 10; Time: 0.0894 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 11, 2, 3): Max: 17; Mean: 17; Variance: 0; Size: 10; Time: 0.1414 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 12, 2, 3): Max: 18; Mean: 18; Variance: 0; Size: 10; Time: 0.1569 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 13, 2, 3): Max: 19; Mean: 19; Variance: 0; Size: 10; Time: 0.0602 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 14, 2, 3): Max: 20; Mean: 20; Variance: 0; Size: 10; Time: 0.0805 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 15, 2, 3): Max: 21; Mean: 21; Variance: 0; Size: 10; Time: 0.0785 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 16, 2, 3): Max: 22; Mean: 22; Variance: 0; Size: 10; Time: 0.0785 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 17, 2, 3): Max: 23; Mean: 23; Variance: 0; Size: 10; Time: 0.0793 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 18, 2, 3): Max: 24; Mean: 24; Variance: 0; Size: 10; Time: 0.0955 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 19, 2, 3): Max: 25; Mean: 25; Variance: 0; Size: 10; Time: 0.0837 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 20, 2, 3): Max: 26; Mean: 26; Variance: 0; Size: 10; Time: 0.0923 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
Z(3, 21, 2, 3): Max: 27; Mean: 27; Variance: 0; Size: 10; Time: 0.0993 ms; Top5 histogram(relative to max) : 0 0 0 0 10 ;
