Z(2, 2, 3, 3): Max: 4; Mean: 4; Variance: 0; Size: 96; Time: 0.0655 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 3, 3, 3): Max: 6; Mean: 6; Variance: 0; Size: 96; Time: 0.064 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 4, 3, 3): Max: 8; Mean: 8; Variance: 0; Size: 96; Time: 0.0669 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 5, 3, 3): Max: 10; Mean: 10; Variance: 0; Size: 96; Time: 0.0707 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 6, 3, 3): Max: 12; Mean: 12; Variance: 0; Size: 96; Time: 0.0739 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 7, 3, 3): Max: 14; Mean: 14; Variance: 0; Size: 96; Time: 0.0862 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 8, 3, 3): Max: 16; Mean: 16; Variance: 0; Size: 96; Time: 0.0795 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 9, 3, 3): Max: 18; Mean: 18; Variance: 0; Size: 96; Time: 0.0857 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 10, 3, 3): Max: 20; Mean: 20; Variance: 0; Size: 96; Time: 0.086 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 11, 3, 3): Max: 22; Mean: 22; Variance: 0; Size: 96; Time: 0.0901 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 12, 3, 3): Max: 24; Mean: 24; Variance: 0; Size: 96; Time: 0.0963 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 13, 3, 3): Max: 26; Mean: 26; Variance: 0; Size: 96; Time: 0.0997 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
Z(2, 14, 3, 3): Max: 28; Mean: 28; Variance: 0; Size: 96; Time: 0.104 ms; Top5 histogram(relative to max) : 0 0 0 0 96 ;
