Z(2, 2, 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 8; Time: 0.0167 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 3, 2, 2): Max: 4; Mean: 4; Variance: 0; Size: 8; Time: 0.0164 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 4, 2, 2): Max: 5; Mean: 5; Variance: 0; Size: 8; Time: 0.0226 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 5, 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 8; Time: 0.0252 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 6, 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 8; Time: 0.031 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 7, 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 8; Time: 0.0394 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 8, 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 8; Time: 0.0511 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 9, 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 8; Time: 0.0538 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 10, 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 8; Time: 0.0609 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 11, 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 8; Time: 0.0717 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 12, 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 8; Time: 0.1356 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 13, 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 8; Time: 0.0831 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 14, 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 8; Time: 0.1076 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 15, 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 8; Time: 0.1546 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 16, 2, 2): Max: 17; Mean: 17; Variance: 0; Size: 8; Time: 0.1619 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 17, 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 8; Time: 0.1124 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 18, 2, 2): Max: 19; Mean: 19; Variance: 0; Size: 8; Time: 0.1526 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 19, 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 8; Time: 0.1793 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 20, 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 8; Time: 0.2237 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 21, 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 8; Time: 0.2385 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 22, 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 8; Time: 0.2533 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 23, 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 8; Time: 0.294 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 24, 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 8; Time: 0.3245 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 25, 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 8; Time: 0.3253 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 26, 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 8; Time: 0.4218 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 27, 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 8; Time: 0.407 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 28, 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 8; Time: 0.4649 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 29, 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 8; Time: 0.5127 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 30, 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 8; Time: 0.526 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 31, 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 8; Time: 0.4926 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 32, 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 8; Time: 0.4891 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 33, 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 8; Time: 0.5989 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 34, 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 8; Time: 0.7207 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 35, 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 8; Time: 0.7853 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 36, 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 8; Time: 0.6575 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 37, 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 8; Time: 0.9061 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 38, 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 8; Time: 0.8163 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 39, 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 8; Time: 0.9355 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(2, 40, 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 8; Time: 0.7904 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 3, 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 8; Time: 0.0247 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 4, 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 8; Time: 0.0307 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 5, 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 8; Time: 0.0342 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 6, 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 8; Time: 0.0445 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 7, 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 8; Time: 0.0399 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 8, 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 8; Time: 0.0516 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 9, 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 8; Time: 0.0554 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 10, 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 8; Time: 0.0646 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 11, 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 8; Time: 0.0761 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 12, 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 8; Time: 0.0849 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 13, 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 8; Time: 0.0889 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 14, 2, 2): Max: 17; Mean: 17; Variance: 0; Size: 8; Time: 0.1166 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 15, 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 8; Time: 0.1091 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 16, 2, 2): Max: 19; Mean: 19; Variance: 0; Size: 8; Time: 0.1121 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 17, 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 8; Time: 0.1366 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 18, 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 8; Time: 0.1721 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 19, 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 8; Time: 0.1656 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 20, 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 8; Time: 0.1805 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 21, 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 8; Time: 0.1908 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 22, 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 8; Time: 0.1827 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 23, 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 8; Time: 0.2793 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 24, 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 8; Time: 0.3011 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 25, 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 8; Time: 0.2487 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 26, 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 8; Time: 0.2823 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 27, 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 8; Time: 0.2687 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 28, 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 8; Time: 0.2368 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 29, 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 8; Time: 0.334 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 30, 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 8; Time: 0.3762 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
Z(3, 31, 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 8; Time: 0.3943 ms; Top5 histogram(relative to max) : 0 0 0 0 8 ;
