Z(2, 2, 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 9000; Time: 4.9223 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 3, 2, 2): Max: 4; Mean: 4; Variance: 0; Size: 9000; Time: 9.3957 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 4, 2, 2): Max: 5; Mean: 5; Variance: 0; Size: 9000; Time: 12.179 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 5, 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 9000; Time: 14.3886 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 6, 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 9000; Time: 16.8924 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 7, 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 9000; Time: 22.5559 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 8, 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 9000; Time: 21.3871 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 9, 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 9000; Time: 24.6943 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 10, 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 9000; Time: 27.4822 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 11, 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 9000; Time: 31.0486 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 12, 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 9000; Time: 42.8273 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
Z(2, 13, 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 9000; Time: 77.0025 ms; Top5 histogram(relative to max) : 0 0 0 0 9000 ;
